DateTime,Power_predicted_values
2024-02-01 00:00:00,12.966415
2024-02-01 01:00:00,6.4503036
2024-02-01 02:00:00,14.083445
2024-02-01 03:00:00,3.202521
2024-02-01 04:00:00,19.858175
2024-02-01 05:00:00,18.210777
2024-02-01 06:00:00,6.1501346
2024-02-01 07:00:00,14.342581
2024-02-01 08:00:00,2.2110627
2024-02-01 09:00:00,2.0259564
2024-02-01 10:00:00,6.174779
2024-02-01 11:00:00,12.376576
2024-02-01 12:00:00,8.90614
2024-02-01 13:00:00,12.978007
2024-02-01 14:00:00,13.049171
2024-02-01 15:00:00,21.039774
2024-02-01 16:00:00,4.0316806
2024-02-01 17:00:00,6.294859
